tenBan,loai,tenKhoaHoc,loaiCha,nguon,ghiChu
mahecola-barbe-puntius-mahecola,loai,Puntius mahecola,,garnelio.de,
marmorbeilbauch-carnegiella-strigata,loai,Carnegiella strigata,,garnelio.de,
marmorierter-zwergpanzerwels-hoplisoma-habrosum-war-corydoras-habrosus,loai,Corydoras habrosus,,garnelio.de,
marmorstachelaal-mastacembelus-armatus,loai,Mastacembelus armatus,,garnelio.de,
mausschmerle-yasuhikotakia-morleti,loai,Yasuhikotakia morleti,,garnelio.de,
melanochromis-kaskazini-4-6cm,loai,Melanochromis kaskazini,,garnelio.de,
metallpanzerwels-albino-osteogaster-corydoras-aeneus-albino,loai,Corydoras aeneus,,garnelio.de,
microrasbora-zwergbaerbling-boraras-micros,loai,Boraras micros,,garnelio.de,
miguelito-panzerwels-corydoras-virginiae,loai,Corydoras virginiae,,garnelio.de,
mylochromis-guentheri-7-9cm,loai,Mylochromis guentheri,,garnelio.de,
mylochromis-melanotaenia-20cm-rare,loai,Mylochromis melanotaenia,,garnelio.de,
mylochromis-plagiotaenia-mvunguti-10-13cm,loai,Mylochromis plagiotaenia,,garnelio.de,
nacktlaube-sawbwa-resplendens,loai,Sawbwa resplendens,,garnelio.de,
naevochromis-chrysogaster-4-6cm-very-rare,loai,Naevochromis chrysogaster,,garnelio.de,
nanderbarsch-nandus-nandus-raritaet,loai,Nandus nandus,,garnelio.de,
nanus-panzerwels-corydoras-nanus-dnz,loai,Corydoras nanus,,garnelio.de,
napopanzerwels-corydoras-napoensis,loai,Corydoras napoensis,,garnelio.de,
neolamprologus-brevis-kapampa-5-7cm,loai,Neolamprologus brevis,,garnelio.de,
neolamprologus-caudopunctatus-kapampa-6-8cm-nice,loai,Neolamprologus caudopunctatus,,garnelio.de,
neolamprologus-gracilis-8-10cm,loai,Neolamprologus gracilis,,garnelio.de,
neolamprologus-leloupi-mutoba-bay-6-8cm,loai,Neolamprologus leloupi,,garnelio.de,
neolamprologus-marunguensis-6-8cm,loai,Neolamprologus marunguensis,,garnelio.de,
neolamprologus-multifasciatus-4-6cm,loai,Neolamprologus multifasciatus,,garnelio.de,
neolamprologus-mustax-mbita-island-4-6cm,loai,Neolamprologus mustax,,garnelio.de,
neolamprologus-nigriventris-10-12cm-very-rare,loai,Neolamprologus nigriventris,,garnelio.de,
neolamprologus-pulcher-kantalamba-daffodil-5-7cm,loai,Neolamprologus pulcher,,garnelio.de,
neolamprologus-similis-4-5cm,loai,Neolamprologus similis,,garnelio.de,
neon-gold-nz-paracheirodon-innesi,loai,Paracheirodon innesi,,garnelio.de,
neon-rot-gold-paracheirodon-axelrodi,loai,Paracheirodon axelrodi,,garnelio.de,
neon-schwarz-hyphessobrycon-herbertaxelrodi-dnz,loai,Hyphessobrycon herbertaxelrodi,,garnelio.de,
neonblaue-algengrundel-stiphodon-atropurpureus,loai,Stiphodon atropurpureus,,garnelio.de,
netz-pinselalgenfresser-crossocheilus-reticulatus-dnz,loai,Crossocheilus reticulatus,,garnelio.de,
netzpanzerwels-brochis-corydoras-reticulatus,loai,Corydoras reticulatus,,garnelio.de,
netzschmerle-botia-lohachata-dnz,loai,Botia lohachata,,garnelio.de,
nimbochromis-fuscotaeniatus-12-15cm,loai,Nimbochromis fuscotaeniatus,,garnelio.de,
nimbochromis-linni-8-10cm,loai,Nimbochromis linni,,garnelio.de,
noerdlicher-langschnauzen-panzerwels-nz-corydoras-septentrionalis,loai,Corydoras septentrionalis,,garnelio.de,
nyassachromis-prostoma-gome-12-15cm,loai,Nyassachromis prostoma,,garnelio.de,
olga-panzerwels-corydoras-simulatus,loai,Corydoras simulatus,,garnelio.de,
ophthalmotilapia-nasuta-nangu-6-8cm-very-rare,loai,Ophthalmotilapia nasuta,,garnelio.de,
orange-blauer-regenbogenfisch-melanotaenia-boesemani-dnz,loai,Melanotaenia boesemani,,garnelio.de,
orange-neongrundel-stiphodon-ornatus,loai,Stiphodon ornatus,,garnelio.de,
otopharynx-auromarginatus-margrette-likoma-18-20cm-show,loai,Otopharynx auromarginatus,,garnelio.de,
otopharynx-lithobates-sulphur-head-10-13cm,loai,Otopharynx lithobates,,garnelio.de,
otopharynx-tetraspilus-10-12cm,loai,Otopharynx tetraspilus,,garnelio.de,
otopharynx-tetrastigma-11-13cm-show,loai,Otopharynx tetrastigma,,garnelio.de,
panda-panzerwels-corydoras-panda-dnz,loai,Corydoras panda,,garnelio.de,
papageien-platy-xiphophorus-variatus,loai,Xiphophorus variatus,,garnelio.de,
paracyprichromis-nigripinnis-blue-neon-albino-8-10cm,loai,Paracyprichromis nigripinnis,,garnelio.de,
